"loss" "model" "dataset" "filtering" "type"
0.882796452261899 "model_bal_0" "PCOS" "10" "training"
0.882796452261899 "model_bal_0" "PCOS" "10" "training"
0.883985379862836 "model_bal_0" "PCOS" "10" "training"
0.882796452261899 "model_bal_0" "PCOS" "10" "training"
0.88394686184384 "model_bal_0" "PCOS" "10" "training"
0.89742519746406 "model_bal_1" "PCOS" "10" "training"
0.93102537317316 "model_bal_1" "PCOS" "10" "training"
0.89742519746406 "model_bal_1" "PCOS" "10" "training"
0.918695987726738 "model_bal_1" "PCOS" "10" "training"
0.919273796501099 "model_bal_1" "PCOS" "10" "training"
0.926362461995863 "model_bal_0" "PCOS" "50" "training"
0.926362461995863 "model_bal_0" "PCOS" "50" "training"
0.926362461995863 "model_bal_0" "PCOS" "50" "training"
0.926362461995863 "model_bal_0" "PCOS" "50" "training"
0.926362461995863 "model_bal_0" "PCOS" "50" "training"
0.970150443480131 "model_bal_1" "PCOS" "50" "training"
0.970150443480131 "model_bal_1" "PCOS" "50" "training"
0.949766266935806 "model_bal_1" "PCOS" "50" "training"
0.970150443480131 "model_bal_1" "PCOS" "50" "training"
0.970150443480131 "model_bal_1" "PCOS" "50" "training"
5.04136972572102 "pred_bal_0_lr1" "PCOS" "10" "test"
5.04136972572102 "pred_bal_0_lr1" "PCOS" "10" "test"
5.03248345491795 "pred_bal_0_lr1" "PCOS" "10" "test"
5.04136972572102 "pred_bal_0_lr1" "PCOS" "10" "test"
5.02495655726168 "pred_bal_0_lr1" "PCOS" "10" "test"
5.06453708343876 "pred_bal_0" "PCOS" "10" "test"
5.01682842135963 "pred_bal_0" "PCOS" "10" "test"
5.06695351857487 "pred_bal_0" "PCOS" "10" "test"
5.05212591553441 "pred_bal_0" "PCOS" "10" "test"
5.02495655726168 "pred_bal_0" "PCOS" "10" "test"
5.10181434322736 "pred_bal_1_lr1" "PCOS" "10" "test"
5.2566201955874 "pred_bal_1_lr1" "PCOS" "10" "test"
5.10181434322736 "pred_bal_1_lr1" "PCOS" "10" "test"
5.10458714745867 "pred_bal_1_lr1" "PCOS" "10" "test"
5.13950102080957 "pred_bal_1_lr1" "PCOS" "10" "test"
5.10181434322736 "pred_bal_1" "PCOS" "10" "test"
5.2566201955874 "pred_bal_1" "PCOS" "10" "test"
5.10181434322736 "pred_bal_1" "PCOS" "10" "test"
5.10458714745867 "pred_bal_1" "PCOS" "10" "test"
5.13950102080957 "pred_bal_1" "PCOS" "10" "test"
5.32702649833379 "pred_bal_0_lr1" "PCOS" "50" "test"
5.32702649833379 "pred_bal_0_lr1" "PCOS" "50" "test"
5.32702649833379 "pred_bal_0_lr1" "PCOS" "50" "test"
5.32702649833379 "pred_bal_0_lr1" "PCOS" "50" "test"
5.32702649833379 "pred_bal_0_lr1" "PCOS" "50" "test"
5.32702649833379 "pred_bal_0" "PCOS" "50" "test"
5.32702649833379 "pred_bal_0" "PCOS" "50" "test"
5.32702649833379 "pred_bal_0" "PCOS" "50" "test"
5.36538427752826 "pred_bal_0" "PCOS" "50" "test"
5.32702649833379 "pred_bal_0" "PCOS" "50" "test"
5.41584793358944 "pred_bal_1_lr1" "PCOS" "50" "test"
5.41584793358944 "pred_bal_1_lr1" "PCOS" "50" "test"
5.37325831611862 "pred_bal_1_lr1" "PCOS" "50" "test"
5.41584793358944 "pred_bal_1_lr1" "PCOS" "50" "test"
5.41584793358944 "pred_bal_1_lr1" "PCOS" "50" "test"
5.41584793358944 "pred_bal_1" "PCOS" "50" "test"
5.41584793358944 "pred_bal_1" "PCOS" "50" "test"
5.37325831611862 "pred_bal_1" "PCOS" "50" "test"
5.41584793358944 "pred_bal_1" "PCOS" "50" "test"
5.41584793358944 "pred_bal_1" "PCOS" "50" "test"
