"loss" "model" "dataset" "filtering" "type"
0.802622498274672 "model_bal_0" "PCOS" "10" "training"
0.802622498274672 "model_bal_0" "PCOS" "10" "training"
0.802622498274672 "model_bal_0" "PCOS" "10" "training"
0.802622498274672 "model_bal_0" "PCOS" "10" "training"
0.802622498274672 "model_bal_0" "PCOS" "10" "training"
0.794724330956215 "model_bal_0" "PCOS" "10" "training"
0.802622498274672 "model_bal_0" "PCOS" "10" "training"
0.802622498274672 "model_bal_0" "PCOS" "10" "training"
0.802622498274672 "model_bal_0" "PCOS" "10" "training"
0.800398742427728 "model_bal_0" "PCOS" "10" "training"
0.800168698719423 "model_bal_1" "PCOS" "10" "training"
0.793727474886895 "model_bal_1" "PCOS" "10" "training"
0.772640134958976 "model_bal_1" "PCOS" "10" "training"
0.777547734069473 "model_bal_1" "PCOS" "10" "training"
0.793727474886895 "model_bal_1" "PCOS" "10" "training"
0.772640134958976 "model_bal_1" "PCOS" "10" "training"
0.793727474886895 "model_bal_1" "PCOS" "10" "training"
0.772640134958976 "model_bal_1" "PCOS" "10" "training"
0.793727474886895 "model_bal_1" "PCOS" "10" "training"
0.793727474886895 "model_bal_1" "PCOS" "10" "training"
0.585365853658537 "pred_bal_0_lr1" "PCOS" "10" "test"
0.585365853658537 "pred_bal_0_lr1" "PCOS" "10" "test"
0.585365853658537 "pred_bal_0_lr1" "PCOS" "10" "test"
0.585365853658537 "pred_bal_0_lr1" "PCOS" "10" "test"
0.585365853658537 "pred_bal_0_lr1" "PCOS" "10" "test"
0.524970963995354 "pred_bal_0_lr1" "PCOS" "10" "test"
0.585365853658537 "pred_bal_0_lr1" "PCOS" "10" "test"
0.585365853658537 "pred_bal_0_lr1" "PCOS" "10" "test"
0.585365853658537 "pred_bal_0_lr1" "PCOS" "10" "test"
0.555168408826945 "pred_bal_0_lr1" "PCOS" "10" "test"
0.569105691056911 "pred_bal_0" "PCOS" "10" "test"
0.528455284552846 "pred_bal_0" "PCOS" "10" "test"
0.542392566782811 "pred_bal_0" "PCOS" "10" "test"
0.528455284552846 "pred_bal_0" "PCOS" "10" "test"
0.606271777003484 "pred_bal_0" "PCOS" "10" "test"
0.483159117305459 "pred_bal_0" "PCOS" "10" "test"
0.483159117305459 "pred_bal_0" "PCOS" "10" "test"
0.572590011614402 "pred_bal_0" "PCOS" "10" "test"
0.530778164924506 "pred_bal_0" "PCOS" "10" "test"
0.545876887340302 "pred_bal_0" "PCOS" "10" "test"
0.557491289198606 "pred_bal_1_lr1" "PCOS" "10" "test"
0.537746806039489 "pred_bal_1_lr1" "PCOS" "10" "test"
0.555168408826945 "pred_bal_1_lr1" "PCOS" "10" "test"
0.550522648083624 "pred_bal_1_lr1" "PCOS" "10" "test"
0.537746806039489 "pred_bal_1_lr1" "PCOS" "10" "test"
0.555168408826945 "pred_bal_1_lr1" "PCOS" "10" "test"
0.537746806039489 "pred_bal_1_lr1" "PCOS" "10" "test"
0.555168408826945 "pred_bal_1_lr1" "PCOS" "10" "test"
0.537746806039489 "pred_bal_1_lr1" "PCOS" "10" "test"
0.537746806039489 "pred_bal_1_lr1" "PCOS" "10" "test"
0.557491289198606 "pred_bal_1" "PCOS" "10" "test"
0.495934959349593 "pred_bal_1" "PCOS" "10" "test"
0.555168408826945 "pred_bal_1" "PCOS" "10" "test"
0.591173054587689 "pred_bal_1" "PCOS" "10" "test"
0.537746806039489 "pred_bal_1" "PCOS" "10" "test"
0.550522648083624 "pred_bal_1" "PCOS" "10" "test"
0.537746806039489 "pred_bal_1" "PCOS" "10" "test"
0.555168408826945 "pred_bal_1" "PCOS" "10" "test"
0.537746806039489 "pred_bal_1" "PCOS" "10" "test"
0.554006968641115 "pred_bal_1" "PCOS" "10" "test"
