"loss" "dataset" "filtering" "transformation" "type"
0.55614680815508 "PCOS" "10" "ALRo" "training"
0.550747270499109 "PCOS" "10" "ALRo" "training"
0.55928127785205 "PCOS" "10" "ALRo" "training"
0.562790775401069 "PCOS" "10" "ALRo" "training"
0.555687458221925 "PCOS" "10" "ALRo" "training"
0.545539285316399 "PCOS" "10" "ALRo" "training"
0.552230044006239 "PCOS" "10" "ALRo" "training"
0.548601827094474 "PCOS" "10" "ALRo" "training"
0.556736644942068 "PCOS" "10" "ALRo" "training"
0.552859569964349 "PCOS" "10" "ALRo" "training"
0.549296805369875 "PCOS" "10" "ALRr" "training"
0.554382241532977 "PCOS" "10" "ALRr" "training"
0.545663366198752 "PCOS" "10" "ALRr" "training"
0.550319184491979 "PCOS" "10" "ALRr" "training"
0.541885305258467 "PCOS" "10" "ALRr" "training"
0.55893438057041 "PCOS" "10" "ALRr" "training"
0.549941649955437 "PCOS" "10" "ALRr" "training"
0.553644022950089 "PCOS" "10" "ALRr" "training"
0.556411750779857 "PCOS" "10" "ALRr" "training"
0.558131057820856 "PCOS" "10" "ALRr" "training"
0.545441524621212 "PCOS" "10" "ALRw" "training"
0.552640722482175 "PCOS" "10" "ALRw" "training"
0.542597134024064 "PCOS" "10" "ALRw" "training"
0.534475545900178 "PCOS" "10" "ALRw" "training"
0.544728581773618 "PCOS" "10" "ALRw" "training"
0.528507269385027 "PCOS" "10" "ALRw" "training"
0.549869234625669 "PCOS" "10" "ALRw" "training"
0.533447178587344 "PCOS" "10" "ALRw" "training"
0.543679464683601 "PCOS" "10" "ALRw" "training"
0.53539382798574 "PCOS" "10" "ALRw" "training"
0.541536667223708 "PCOS" "10" "CLR" "training"
0.535080631684492 "PCOS" "10" "CLR" "training"
0.54663129456328 "PCOS" "10" "CLR" "training"
0.547446036653298 "PCOS" "10" "CLR" "training"
0.546612703319964 "PCOS" "10" "CLR" "training"
0.548435132575758 "PCOS" "10" "CLR" "training"
0.565046025512478 "PCOS" "10" "CLR" "training"
0.555526891154189 "PCOS" "10" "CLR" "training"
0.543526417669341 "PCOS" "10" "CLR" "training"
0.542255389371658 "PCOS" "10" "CLR" "training"
0.559109082553476 "PCOS" "10" "TSS" "training"
0.5550859932041 "PCOS" "10" "TSS" "training"
0.557462747883244 "PCOS" "10" "TSS" "training"
0.531626350824421 "PCOS" "10" "TSS" "training"
0.540550843917112 "PCOS" "10" "TSS" "training"
0.557382046568627 "PCOS" "10" "TSS" "training"
0.546443293226381 "PCOS" "10" "TSS" "training"
0.538804450757576 "PCOS" "10" "TSS" "training"
0.541299367758467 "PCOS" "10" "TSS" "training"
0.524486686720143 "PCOS" "10" "TSS" "training"
0.547650540329768 "PCOS" "50" "ALRo" "training"
0.542065577651515 "PCOS" "50" "ALRo" "training"
0.537149412321747 "PCOS" "50" "ALRo" "training"
0.532571579768271 "PCOS" "50" "ALRo" "training"
0.527718708221925 "PCOS" "50" "ALRo" "training"
0.53814686385918 "PCOS" "50" "ALRo" "training"
0.535499178364528 "PCOS" "50" "ALRo" "training"
0.554563419117647 "PCOS" "50" "ALRo" "training"
0.524597259358289 "PCOS" "50" "ALRo" "training"
0.523306107954545 "PCOS" "50" "ALRo" "training"
0.537181790329768 "PCOS" "50" "ALRr" "training"
0.543299005681818 "PCOS" "50" "ALRr" "training"
0.534994081439394 "PCOS" "50" "ALRr" "training"
0.531214070855615 "PCOS" "50" "ALRr" "training"
0.52972043504902 "PCOS" "50" "ALRr" "training"
0.533039633467023 "PCOS" "50" "ALRr" "training"
0.52380159592246 "PCOS" "50" "ALRr" "training"
0.526584572749554 "PCOS" "50" "ALRr" "training"
0.534884065842246 "PCOS" "50" "ALRr" "training"
0.541637630904635 "PCOS" "50" "ALRr" "training"
0.534991296234403 "PCOS" "50" "ALRw" "training"
0.533818516042781 "PCOS" "50" "ALRw" "training"
0.542660845588235 "PCOS" "50" "ALRw" "training"
0.538660873440285 "PCOS" "50" "ALRw" "training"
0.539653450868984 "PCOS" "50" "ALRw" "training"
0.544132199754902 "PCOS" "50" "ALRw" "training"
0.532065925802139 "PCOS" "50" "ALRw" "training"
0.547168351715686 "PCOS" "50" "ALRw" "training"
0.548415287990196 "PCOS" "50" "ALRw" "training"
0.553204935383244 "PCOS" "50" "ALRw" "training"
0.528376086229946 "PCOS" "50" "CLR" "training"
0.54484827595811 "PCOS" "50" "CLR" "training"
0.533673894273619 "PCOS" "50" "CLR" "training"
0.535333597927807 "PCOS" "50" "CLR" "training"
0.520512129567736 "PCOS" "50" "CLR" "training"
0.539550955325312 "PCOS" "50" "CLR" "training"
0.533121727384135 "PCOS" "50" "CLR" "training"
0.546959182820856 "PCOS" "50" "CLR" "training"
0.532947303921569 "PCOS" "50" "CLR" "training"
0.521052389705882 "PCOS" "50" "CLR" "training"
0.50291889483066 "PCOS" "50" "TSS" "training"
0.493548142268271 "PCOS" "50" "TSS" "training"
0.49535622771836 "PCOS" "50" "TSS" "training"
0.488460199420677 "PCOS" "50" "TSS" "training"
0.491389956550802 "PCOS" "50" "TSS" "training"
0.501403882575758 "PCOS" "50" "TSS" "training"
0.505757506127451 "PCOS" "50" "TSS" "training"
0.490082720588235 "PCOS" "50" "TSS" "training"
0.492964293672014 "PCOS" "50" "TSS" "training"
0.497913045900178 "PCOS" "50" "TSS" "training"
0.526132404181185 "PCOS" "10" "ALRo" "test"
0.528455284552846 "PCOS" "10" "ALRo" "test"
0.527293844367015 "PCOS" "10" "ALRo" "test"
0.526132404181185 "PCOS" "10" "ALRo" "test"
0.557491289198606 "PCOS" "10" "ALRo" "test"
0.556329849012776 "PCOS" "10" "ALRo" "test"
0.527293844367015 "PCOS" "10" "ALRo" "test"
0.527293844367015 "PCOS" "10" "ALRo" "test"
0.527293844367015 "PCOS" "10" "ALRo" "test"
0.556329849012776 "PCOS" "10" "ALRo" "test"
0.563298490127758 "PCOS" "10" "ALRr" "test"
0.563298490127758 "PCOS" "10" "ALRr" "test"
0.563298490127758 "PCOS" "10" "ALRr" "test"
0.563298490127758 "PCOS" "10" "ALRr" "test"
0.563298490127758 "PCOS" "10" "ALRr" "test"
0.563298490127758 "PCOS" "10" "ALRr" "test"
0.563298490127758 "PCOS" "10" "ALRr" "test"
0.563298490127758 "PCOS" "10" "ALRr" "test"
0.563298490127758 "PCOS" "10" "ALRr" "test"
0.563298490127758 "PCOS" "10" "ALRr" "test"
0.577235772357724 "PCOS" "10" "ALRw" "test"
0.574912891986063 "PCOS" "10" "ALRw" "test"
0.578397212543554 "PCOS" "10" "ALRw" "test"
0.579558652729384 "PCOS" "10" "ALRw" "test"
