"loss" "model" "dataset" "filtering" "type"
0.882796452261899 "model_bal_0" "PCOS" "10" "training"
0.882796452261899 "model_bal_0" "PCOS" "10" "training"
0.882796452261899 "model_bal_0" "PCOS" "10" "training"
0.882796452261899 "model_bal_0" "PCOS" "10" "training"
0.882796452261899 "model_bal_0" "PCOS" "10" "training"
0.882796452261899 "model_bal_0" "PCOS" "10" "training"
0.882796452261899 "model_bal_0" "PCOS" "10" "training"
0.882796452261899 "model_bal_0" "PCOS" "10" "training"
0.882796452261899 "model_bal_0" "PCOS" "10" "training"
0.882796452261899 "model_bal_0" "PCOS" "10" "training"
0.93102537317316 "model_bal_1" "PCOS" "10" "training"
0.919273796501099 "model_bal_1" "PCOS" "10" "training"
0.89742519746406 "model_bal_1" "PCOS" "10" "training"
0.89742519746406 "model_bal_1" "PCOS" "10" "training"
0.93102537317316 "model_bal_1" "PCOS" "10" "training"
0.89742519746406 "model_bal_1" "PCOS" "10" "training"
0.919273796501099 "model_bal_1" "PCOS" "10" "training"
0.89742519746406 "model_bal_1" "PCOS" "10" "training"
0.93102537317316 "model_bal_1" "PCOS" "10" "training"
0.919273796501099 "model_bal_1" "PCOS" "10" "training"
0.926362461995863 "model_bal_0" "PCOS" "50" "training"
0.926362461995863 "model_bal_0" "PCOS" "50" "training"
0.926362461995863 "model_bal_0" "PCOS" "50" "training"
0.926362461995863 "model_bal_0" "PCOS" "50" "training"
0.926362461995863 "model_bal_0" "PCOS" "50" "training"
0.926362461995863 "model_bal_0" "PCOS" "50" "training"
0.926362461995863 "model_bal_0" "PCOS" "50" "training"
0.926362461995863 "model_bal_0" "PCOS" "50" "training"
0.926362461995863 "model_bal_0" "PCOS" "50" "training"
0.926362461995863 "model_bal_0" "PCOS" "50" "training"
0.970150443480131 "model_bal_1" "PCOS" "50" "training"
0.970150443480131 "model_bal_1" "PCOS" "50" "training"
0.935264249425956 "model_bal_1" "PCOS" "50" "training"
0.970150443480131 "model_bal_1" "PCOS" "50" "training"
0.949766266935806 "model_bal_1" "PCOS" "50" "training"
0.938139728052381 "model_bal_1" "PCOS" "50" "training"
0.970150443480131 "model_bal_1" "PCOS" "50" "training"
0.970150443480131 "model_bal_1" "PCOS" "50" "training"
0.970150443480131 "model_bal_1" "PCOS" "50" "training"
0.970150443480131 "model_bal_1" "PCOS" "50" "training"
5.04136972572102 "pred_bal_0_lr1" "PCOS" "10" "test"
5.04136972572102 "pred_bal_0_lr1" "PCOS" "10" "test"
5.04136972572102 "pred_bal_0_lr1" "PCOS" "10" "test"
5.04136972572102 "pred_bal_0_lr1" "PCOS" "10" "test"
5.04136972572102 "pred_bal_0_lr1" "PCOS" "10" "test"
5.04136972572102 "pred_bal_0_lr1" "PCOS" "10" "test"
5.04136972572102 "pred_bal_0_lr1" "PCOS" "10" "test"
